normalized_title,representative_title,match_status,match_confidence,failure_reason,search_variants
lineage oathof blood chronicle,Lineage Oathof Blood Chronicle,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lineage+Oathof+Blood+Chronicle&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
linseneffekte,Linseneffekte,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Linseneffekte&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lissyundihre freunde dieabenteuerliche pferderallye,Lissyundihre Freunde Dieabenteuerliche Pferderallye,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lissyundihre+Freunde+Dieabenteuerliche+Pferderallye&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
little big planet,Little Big Planet,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Little+Big+Planet&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
live for speed,Live for Speed,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Live+for+Speed&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lock on air combat simulation,Lock On Air Combat Simulation,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lock+On+Air+Combat+Simulation&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
loco mania,Loco Mania,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Loco+Mania&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
loesung,Loesung,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Loesung&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
loesungsbuecher,Loesungsbuecher,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Loesungsbuecher&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
logistik master,Logistik Master,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Logistik+Master&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
loki im bannkreisder gtter,Loki Im Bannkreisder Gtter,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Loki+Im+Bannkreisder+Gtter&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
loki im bannkreisder gtterv1040,Loki Im Bannkreisder Gtterv1040,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Loki+Im+Bannkreisder+Gtterv1040&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
loki im bannkreisder gtterv1050,Loki Im Bannkreisder Gtterv1050,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Loki+Im+Bannkreisder+Gtterv1050&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
loki v 1 0 8,Loki v 1 0 8,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Loki+v+1+0+8&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lokiv1082,Lokiv1082,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lokiv1082&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
london racer,London Racer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=London+Racer&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
looman,Looman,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Looman&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lost empire immortals,Lost Empire Immortals,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lost+Empire+Immortals&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lost magic,Lost Magic,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lost+Magic&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lost planet,Lost Planet,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lost+Planet&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lost planet extreme condition,Lost Planet Extreme Condition,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lost+Planet+Extreme+Condition&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lucky luke go west,Lucky Luke Go West,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lucky+Luke+Go+West&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
lumines,Lumines,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Lumines&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
m llabfuhr simulator2008,Müllabfuhr Simulator 2008,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=M%C3%BCllabfuhr+Simulator+2008&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
macao solitaire,Macao Solitaire,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Macao+Solitaire&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
mad tracks,Mad Tracks,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mad+Tracks&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
madagascar 2,Madagascar 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Madagascar+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
maelstrom,Maelstrom,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Maelstrom&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
maelstromv,Maelstromv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Maelstromv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
magic eye,Magic Eye,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Magic+Eye&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
mapauswahl,Mapauswahl,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mapauswahl&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
maple story,Maple Story,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Maple+Story&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
mapzeit,Mapzeit,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mapzeit&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
marble insanity,Marble Insanity,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Marble+Insanity&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
marble jongg,Marble Jongg,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Marble+Jongg&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
marble sheep,Marble Sheep,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Marble+Sheep&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
marine park empire,Marine Park Empire,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Marine+Park+Empire&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
mario power tennis,Mario Power Tennis,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mario+Power+Tennis&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
marvel ultimate alliance,Marvel Ultimate Alliance,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Marvel+Ultimate+Alliance&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
mashed,Mashed,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mashed&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
maximale anzahl der npcs,Maximale Anzahl der NPCs,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Maximale+Anzahl+der+NPCs&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
mc afee avert stinger,Mc Afee Avert Stinger,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mc+Afee+Avert+Stinger&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
mc afee rootkit detective,Mc Afee Rootkit Detective,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mc+Afee+Rootkit+Detective&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
mdk,MDK,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=MDK&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
medalof honor airbornev13,Medalof Honor Airbornev13,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medalof+Honor+Airbornev13&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
medicalat,Medicalat,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medicalat&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
medieval 2 total war kingdoms v 1,Medieval 2 Total War Kingdoms v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval+2+Total+War+Kingdoms+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
medieval 2 total war v 1,Medieval 2 Total War v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval+2+Total+War+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
medieval lords,Medieval Lords,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval+Lords&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
medieval total war,Medieval Total War,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval+Total+War&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
medieval total warv,Medieval Total Warv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval+Total+Warv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
medieval2 total war kingdomsv105,Medieval2 Total War Kingdomsv105,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval2+Total+War+Kingdomsv105&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
medieval2 total warv13,Medieval2 Total Warv13,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval2+Total+Warv13&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
meine tierklinik in australien joey screenmate,Meine Tierklinik in Australien Joey Screenmate,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meine+Tierklinik+in+Australien+Joey+Screenmate&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
meine tierklinik l wenbaby,Meine Tierklinik Löwenbaby,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meine+Tierklinik+L%C3%B6wenbaby&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
meine tierklinik lwenbaby,Meine Tierklinik Lwenbaby,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meine+Tierklinik+Lwenbaby&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
meine tierklinikin australien joey screenmate,Meine Tierklinikin Australien Joey Screenmate,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meine+Tierklinikin+Australien+Joey+Screenmate&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
meine tierschule,Meine Tierschule,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meine+Tierschule&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
meistertrainer,Meistertrainer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meistertrainer&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
memento mori,Memento Mori,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Memento+Mori&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
mercedes clc dream test drive,Mercedes CLC Dream - Test Drive,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mercedes+CLC+Dream+-+Test+Drive&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
metal gear solid 4,Metal Gear Solid 4,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Metal+Gear+Solid+4&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
metal gear solid guns of the patriots,Metal Gear Solid Guns of the Patriots,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Metal+Gear+Solid+Guns+of+the+Patriots&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
